image_id,sheet,excel_row,excel_column,project_raw,project_normalized,season,making,type,source_file,extracted_file,width,height,file_size,sha256,image_sequence,mapping_type,confidence,verification_status,notes
SUMMER_FLAT__row_47__image54.png__a16,SUMMER FLAT,47,6,,,,,,image54.png,extracted-images/_unmatched/SUMMER_FLAT/row_47/01.png,821,383,312585,e47807f306558bac95c1a82fe5cadccde56c898b0126f0464a6477929428dc56,1,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
SUMMER_FLAT__row_17__image141.png__a17,SUMMER FLAT,17,6,Renela,RENELA,SUMMER,CONVYER,LADIES,image141.png,extracted-images/SUMMER_FLAT/row_17/02.png,2,116,1011,ae591cfaf9fc73c3b5d55a5691354bc7b0751259834b9aea05cc62472210deb9,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_17__image142.png__a18,SUMMER FLAT,17,6,Renela,RENELA,SUMMER,CONVYER,LADIES,image142.png,extracted-images/SUMMER_FLAT/row_17/01.png,155,98,25661,405f4fb29fbc9bd2fd5aa5d6cc60a6d48dbb75c1c350c3807651d9561df47448,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_18__image143.jpeg__a19,SUMMER FLAT,18,6,Vision,VISION,SUMMER,CONVYER,LADIES,image143.jpeg,extracted-images/SUMMER_FLAT/row_18/01.jpeg,92,164,3661,c577f6800f5b5a383ddce087177c3d835b028ce3ed7b8da1eb7fff48d2caaa88,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_19__image144.jpeg__a20,SUMMER FLAT,19,6,AS-45,AS-45,SUMMER,CONVYER,LADIES,image144.jpeg,extracted-images/SUMMER_FLAT/row_19/01.jpeg,93,164,3362,d1c2a83ff56233ab64e939813489d247ce8c9875290c9db38a94b935d4d00a4e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_20__image145.png__a21,SUMMER FLAT,20,6,FLYER,FLYER,SUMMER,CONVYER,LADIES,image145.png,extracted-images/SUMMER_FLAT/row_20/01.png,164,87,26292,c214e1b17dbeae301a61cfea1594afe8e0d03031b3efaefdbc5953cee99f4e9b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_21__image146.jpeg__a22,SUMMER FLAT,21,6,Hitler,HITLER,SUMMER,CONVYER,LADIES,image146.jpeg,extracted-images/SUMMER_FLAT/row_21/01.jpeg,94,125,2139,379184a10f72b5605984d69caa9b5925518bd0a94fc364440188545bbf33e1b4,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_22__image147.jpeg__a23,SUMMER FLAT,22,6,Swift,SWIFT,SUMMER,CONVYER,LADIES,image147.jpeg,extracted-images/SUMMER_FLAT/row_22/01.jpeg,153,94,4038,051e298a98143d1e901778ab1432895d0724bd8cb2ac711e3554e2e5f058c4dc,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_23__image148.jpeg__a24,SUMMER FLAT,23,6,Scar,SCAR,SUMMER,CONVYER,LADIES,image148.jpeg,extracted-images/SUMMER_FLAT/row_23/01.jpeg,167,103,4522,b3d47930076522b4d478ebf6fc9dc89fb05532b1d85e0eef6e815d862b17d583,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_24__image149.jpeg__a25,SUMMER FLAT,24,6,Eric,ERIC,SUMMER,CONVYER,LADIES,image149.jpeg,extracted-images/SUMMER_FLAT/row_24/01.jpeg,161,102,4789,b0a6b819c62ca6e6ff14f10e45bb5be5e17483d9e3e90b7b68569373e8f93c36,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_25__image150.jpeg__a26,SUMMER FLAT,25,6,Maya,MAYA,SUMMER,CONVYER,LADIES,image150.jpeg,extracted-images/SUMMER_FLAT/row_25/01.jpeg,101,158,3301,99d7871e9985099616daee810d446eda76903d34cfddd0e60caa557dde559551,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_27__image151.jpeg__a27,SUMMER FLAT,27,6,Elsa,ELSA,SUMMER,CONVYER,LADIES,image151.jpeg,extracted-images/SUMMER_FLAT/row_27/01.jpeg,104,156,3936,416505abc94bcb439051ba366ecd9492990165c14131d52490f3d946ca8da920,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_30__image152.jpeg__a28,SUMMER FLAT,30,6,Godwin,GODWIN,SUMMER,CONVYER,LADIES,image152.jpeg,extracted-images/SUMMER_FLAT/row_30/01.jpeg,150,94,3681,9f6f0104ed9c1ce98144db8d1500357036f7c7c0ceadf7af51d1a1e1b43617ee,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_29__image153.jpeg__a29,SUMMER FLAT,29,6,Homer,HOMER,SUMMER,CONVYER,LADIES,image153.jpeg,extracted-images/SUMMER_FLAT/row_29/01.jpeg,82,140,2758,098dce9d368038424dca22cfefdc4fdb135cc328440a716f2d7754f4e01092a2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_31__image154.jpeg__a30,SUMMER FLAT,31,6,Eclipse,ECLIPSE,SUMMER,CONVYER,LADIES,image154.jpeg,extracted-images/SUMMER_FLAT/row_31/01.jpeg,94,160,2870,cc1830e3ae9cbee3ebb93e21ea182f738abc344ddcb9705df0d2d788a6230cf5,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_32__image155.png__a31,SUMMER FLAT,32,6,New Berlin,NEW BERLIN,SUMMER,CONVYER,LADIES,image155.png,extracted-images/SUMMER_FLAT/row_32/01.png,158,87,13470,90b1294f054be937ca3a5b4cbe6364a59f00c919ce8d65a2e72271397a8a1a3b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_34__image156.png__a32,SUMMER FLAT,34,6,Insignia-T,INSIGNIA-T,SUMMER,CONVYER,LADIES,image156.png,extracted-images/SUMMER_FLAT/row_34/01.png,167,88,25899,e856a761b152c17eb40543f27bf88c620f24751b7452a41d5a879a1ad7a9b023,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_33__image157.png__a33,SUMMER FLAT,33,6,New Candy,NEW CANDY,SUMMER,CONVYER,LADIES,image157.png,extracted-images/SUMMER_FLAT/row_33/01.png,166,87,25432,0b776b7dd42d8a1bf09067ac34f5c4ca24a5f8c085b7fd693cb25b0413c3755f,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_35__image158.png__a34,SUMMER FLAT,35,6,Insignia-R,INSIGNIA-R,SUMMER,CONVYER,LADIES,image158.png,extracted-images/SUMMER_FLAT/row_35/01.png,169,88,28104,f8de498838f9e0f18dd33f7571e15a172b9e221b00cebcee8f6d120dc7b4acc2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_36__image159.png__a35,SUMMER FLAT,36,6,Flammer,FLAMMER,SUMMER,CONVYER,LADIES,image159.png,extracted-images/SUMMER_FLAT/row_36/01.png,160,94,10415,5771fd65caece2e86d1208e82c7a04e2238d440c6f6fa0ebc9c7f258008261cc,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_41__image160.png__a36,SUMMER FLAT,41,6,K-VPI,K-VPI,SUMMER,CONVYER,LADIES,image160.png,extracted-images/SUMMER_FLAT/row_41/01.png,134,103,12964,181180b5749cd6489e225e712ee43ef8e9fafde5030aca1813c12bc33a2b3b5a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_42__image13.jpeg__a37,SUMMER FLAT,42,6,,,,,,image13.jpeg,extracted-images/_unmatched/SUMMER_FLAT/row_42/01.jpeg,89,122,2205,9980a763e722b60b9c452dc79da043768b791da0c483e7c0097aa7d4766c9449,1,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
SUMMER_FLAT__row_40__image161.png__a39,SUMMER FLAT,40,6,AS-11,AS-11,SUMMER,CONVYER,LADIES,image161.png,extracted-images/SUMMER_FLAT/row_40/01.png,71,163,27599,6e9c791884cc33f6ebae6daa9a6e4a2482d1cb092750258937ff65b3886c9b34,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_3__image162.jpeg__a0,SUMMER PU,3,6,STERLING,STERLING,SUMMER,CONVYER,LADIES,image162.jpeg,extracted-images/SUMMER_PU/row_3/01.jpeg,97,66,1638,9167468ad8647f256d610c71a933106e6790dcb9eaf62301cb3fbcf12b76878a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_3__image163.jpeg__a1,SUMMER PU,3,6,STERLING,STERLING,SUMMER,CONVYER,LADIES,image163.jpeg,extracted-images/SUMMER_PU/row_3/02.jpeg,59,87,1561,f720e406e07431eb9aec862b8a9c8e5f381873b33a2791a771a819c50d3555b5,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_4__image164.jpeg__a2,SUMMER PU,4,6,BELFAST,BELFAST,SUMMER,CONVYER,LADIES,image164.jpeg,extracted-images/SUMMER_PU/row_4/01.jpeg,105,169,3641,27cf5f0e2079a841096c11a9ab1113a846b2ebe0ac604856b2dcb07f2effa858,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_5__image165.png__a3,SUMMER PU,5,6,YONKERS,YONKERS,SUMMER,CONVYER,LADIES,image165.png,extracted-images/SUMMER_PU/row_5/02.png,157,95,20994,c384639adbbf283fe4f4d4f22996013b3d87c5ad6370bcfedc54c58d8355a783,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_7__image166.png__a4,SUMMER PU,7,6,"DHAKA
HN25071",DHAKA HN25071,SUMMER,CONVYER,LADIES,image166.png,extracted-images/SUMMER_PU/row_7/01.png,161,82,19046,36b7290fa14b0aac35c70b848f66b9a466ce4b0cc4e29c5d9216310defc9f7c2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_8__image167.png__a5,SUMMER PU,8,6,"FIJI
HN25181",FIJI HN25181,SUMMER,CONVYER,LADIES,image167.png,extracted-images/SUMMER_PU/row_8/01.png,165,93,23022,e6cc668a77e4ad0157f5dcd7b4c8b82d1022109e65234723169980dc63ad1721,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_9__image168.png__a6,SUMMER PU,9,6,"COMFORTY
HN23963",COMFORTY HN23963,SUMMER,CONVYER,LADIES,image168.png,extracted-images/SUMMER_PU/row_9/01.png,162,93,15473,474ebb4e6fa49fdc9020e8d048a2ec1296cee7f99ac0b6d2843b347eb77eeba2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_10__image169.png__a7,SUMMER PU,10,6,"CHICAGO
25606",CHICAGO 25606,SUMMER,CONVYER,LADIES,image169.png,extracted-images/SUMMER_PU/row_10/01.png,151,102,18101,5a50c03559c14147e06f40dda0b2446c3119010e361e8668241be7f3000aa289,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_11__image170.png__a8,SUMMER PU,11,6,JAKARTA,JAKARTA,SUMMER,CONVYER,LADIES,image170.png,extracted-images/SUMMER_PU/row_11/01.png,164,107,24749,82530c3d089e5d74c4a6f7fe26d9b8af7a41933f56693c1f411014c9c2071af8,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_12__image171.png__a9,SUMMER PU,12,6,"CAIRO
HN25150",CAIRO HN25150,SUMMER,CONVYER,LADIES,image171.png,extracted-images/SUMMER_PU/row_12/01.png,160,101,24146,735451c8f93b653c08ec690d49babe69194d1c795b542b18aa332bc1319a1f4a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_13__image172.png__a10,SUMMER PU,13,6,JASPER,JASPER,SUMMER,CONVYER,LADIES,image172.png,extracted-images/SUMMER_PU/row_13/01.png,160,92,17480,a252be9c09ea06563c1030faba7b962c614083dfc3a434fd0d9257980b3492e0,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_14__image173.png__a11,SUMMER PU,14,6,"ROSE
HN23508",ROSE HN23508,SUMMER,CONVYER,LADIES,image173.png,extracted-images/SUMMER_PU/row_14/01.png,155,94,19609,25241394303047c79255b6db9cada3844aa64bfb28dc345fc1ab3418e2f563fb,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_15__image174.png__a12,SUMMER PU,15,6,"KINIYA
7218",KINIYA 7218,SUMMER,CONVYER,LADIES,image174.png,extracted-images/SUMMER_PU/row_15/01.png,149,92,20254,f75919a1527b9820a8adfb6d420c29e1d3c97c9f9588934c4fd51a1f25506346,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_16__image175.png__a13,SUMMER PU,16,6,BUSAN 25600 8498/8670,BUSAN 25600 8498/8670,SUMMER,CONVYER,LADIES,image175.png,extracted-images/SUMMER_PU/row_16/01.png,159,91,19760,40cf494fd270ecbd66f72f8af82be6a2d72354e6e61b1d9fa9d5a4549a1c39a4,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_17__image176.png__a14,SUMMER PU,17,6,"DURBAN
HN25377",DURBAN HN25377,SUMMER,CONVYER,LADIES,image176.png,extracted-images/SUMMER_PU/row_17/01.png,156,100,27005,47ffd1ff7968a26cc1a0ea72710a94b69ab6c4fa697d97225f586e0c0c1d4eb6,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_18__image177.png__a15,SUMMER PU,18,6,"WARI
21038",WARI 21038,SUMMER,CONVYER,LADIES,image177.png,extracted-images/SUMMER_PU/row_18/01.png,161,85,20705,8e7ca12e64b3fcec008b77f61420e16355846c9c2cee5af3da5916d65ab1116a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_19__image178.png__a16,SUMMER PU,19,6,"FLORA
23363",FLORA 23363,SUMMER,CONVYER,LADIES,image178.png,extracted-images/SUMMER_PU/row_19/01.png,158,102,23410,8511025b28eae7b9ba74983a8a92d597a3de4a60bc078d207abcff2fe98e604e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_20__image179.png__a17,SUMMER PU,20,6,"CLIFTON
GP83",CLIFTON GP83,SUMMER,CONVYER,LADIES,image179.png,extracted-images/SUMMER_PU/row_20/01.png,159,86,13743,c5d481366e1de33b350f9515ea3c51c9723ddd16cbddf0a9bb739a4f8998bb52,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_21__image180.png__a18,SUMMER PU,21,6,KIPP,KIPP,SUMMER,CONVYER,LADIES,image180.png,extracted-images/SUMMER_PU/row_21/01.png,171,105,28010,09168d2f9dd801b31c3a9d3a8250a4d6abdb681ed2c761a29f6ef2d569d120a8,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_22__image181.jpeg__a19,SUMMER PU,22,6,PAEROA,PAEROA,SUMMER,CONVYER,LADIES,image181.jpeg,extracted-images/SUMMER_PU/row_22/01.jpeg,172,103,3378,a9ff452a1a4fe97fe164e841d19adba51660becc5d6646ab0049f64c4118e0e1,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_23__image182.jpeg__a20,SUMMER PU,23,6,Brooks,BROOKS,SUMMER,CONVYER,LADIES,image182.jpeg,extracted-images/SUMMER_PU/row_23/01.jpeg,172,106,2839,6ffee59245f33a5c112ae8087610d12250c4e433cc96d539317c628531d9cab8,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_24__image183.jpeg__a21,SUMMER PU,24,6,PISA,PISA,SUMMER,CONVYER,LADIES,image183.jpeg,extracted-images/SUMMER_PU/row_24/01.jpeg,170,105,4534,ea520a3a18172aac71a3f9842306fec4a5c273b997fd9f4c1cad4fc559b8aae1,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_25__image184.jpeg__a22,SUMMER PU,25,6,APRICOT,APRICOT,SUMMER,CONVYER,LADIES,image184.jpeg,extracted-images/SUMMER_PU/row_25/02.jpeg,171,105,4560,b05246fd7a0b169f0383c9fa36f2bbda32759e84a8813066d541c59e58b39721,2,drawing_anchor,HIGH,VERIFIED,image184.jpeg shared between APRICOT and OSCAR — confirmed identical binary reuse
SUMMER_PU__row_25__image184.jpeg__a23,SUMMER PU,25,6,APRICOT,APRICOT,SUMMER,CONVYER,LADIES,image184.jpeg,extracted-images/SUMMER_PU/row_25/01.jpeg,171,105,4560,b05246fd7a0b169f0383c9fa36f2bbda32759e84a8813066d541c59e58b39721,1,drawing_anchor,HIGH,VERIFIED,image184.jpeg shared between APRICOT and OSCAR — confirmed identical binary reuse
SUMMER_PU__row_26__image185.jpeg__a24,SUMMER PU,26,6,BRIN,BRIN,SUMMER,CONVYER,LADIES,image185.jpeg,extracted-images/SUMMER_PU/row_26/01.jpeg,172,105,4066,b6738a0644046f745837b5e2e99e0888ba9d62c644a3fbbbad99b8a4a256383f,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_27__image186.png__a25,SUMMER PU,27,6,TORINO,TORINO,SUMMER,CONVYER,LADIES,image186.png,extracted-images/SUMMER_PU/row_27/02.png,4160,3119,12908967,4c0613fc8a1a50e25f2647723cd0c68d35ddf693327fe286e80df9f95d678792,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_27__image187.jpeg__a26,SUMMER PU,27,6,TORINO,TORINO,SUMMER,CONVYER,LADIES,image187.jpeg,extracted-images/SUMMER_PU/row_27/01.jpeg,170,105,4893,1bbef1423956c7ad29f268f9205e1b79d61dba807bc304dbc6a7a7b377c7f797,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_28__image188.jpeg__a27,SUMMER PU,28,6,KERONA,KERONA,SUMMER,CONVYER,LADIES,image188.jpeg,extracted-images/SUMMER_PU/row_28/01.jpeg,170,105,4331,357517003b48843eee6ceb1b11b6dd8235fa6188cd4ea73658865add95515df0,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_29__image189.jpeg__a28,SUMMER PU,29,6,COMO,COMO,SUMMER,CONVYER,LADIES,image189.jpeg,extracted-images/SUMMER_PU/row_29/01.jpeg,170,105,4722,05bcd3ab772137d961fc4f5fdb4b25a71ab725abfdc1f42ff7e974c9fd252754,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_30__image190.jpeg__a29,SUMMER PU,30,6,SOLARIS,SOLARIS,SUMMER,CONVYER,LADIES,image190.jpeg,extracted-images/SUMMER_PU/row_30/01.jpeg,169,108,4833,2a352c7c83310178d748ec296bb70631fd4d9bb86163e2d1e7d57b77da2473dd,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_31__image191.jpeg__a30,SUMMER PU,31,6,TOKYO,TOKYO,SUMMER,CONVYER,LADIES,image191.jpeg,extracted-images/SUMMER_PU/row_31/01.jpeg,170,105,3614,0e2a111cd7ebc869f7c25356d2d688c7286859c6afe335f669665210bcde2e87,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_32__image192.jpeg__a31,SUMMER PU,32,6,PREZI,PREZI,SUMMER,CONVYER,LADIES,image192.jpeg,extracted-images/SUMMER_PU/row_32/01.jpeg,170,105,2914,a7833d5c880ca6ea3bc9deb21f2bed80d5378b38cf5a3b13e2bff1516e2f6566,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_33__image193.jpeg__a32,SUMMER PU,33,6,LOTUS,LOTUS,SUMMER,CONVYER,LADIES,image193.jpeg,extracted-images/SUMMER_PU/row_33/01.jpeg,170,105,2874,854836a420adb6fdb4c9a95b9cb2a72dfd32cf4e31eff08e33d1ba4531f1d11e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_34__image194.jpeg__a33,SUMMER PU,34,6,QUARK,QUARK,SUMMER,CONVYER,KIDS,image194.jpeg,extracted-images/SUMMER_PU/row_34/01.jpeg,174,106,2894,fd397ae5f504d4e1feee984d3fe16a7fdb35aad91d2816f8672ec40ff0841075,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_35__image195.jpeg__a34,SUMMER PU,35,6,SELFORD,SELFORD,SUMMER,CONVYER,LADIES,image195.jpeg,extracted-images/SUMMER_PU/row_35/01.jpeg,173,57,1783,9b308ba1b874fd1cad67dbc5e92418e1d693c58f34a9c87bb5cb569180a45f46,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_36__image196.jpeg__a35,SUMMER PU,36,6,HN-22930,HN-22930,SUMMER,CONVYER,LADIES,image196.jpeg,extracted-images/SUMMER_PU/row_36/01.jpeg,170,105,2998,f4396084407adc3ee62c9ef9e2c9e63b465b56cc82e7a6c9e44504302bcbc6c6,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_37__image197.jpeg__a36,SUMMER PU,37,6,H002,H002,SUMMER,CONVYER,LADIES,image197.jpeg,extracted-images/SUMMER_PU/row_37/01.jpeg,170,105,3639,a4951575531feae1c40d36df5196240ee7052d7598e20ef062b035e27704a02f,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_38__image198.jpeg__a37,SUMMER PU,38,6,H004,H004,SUMMER,CONVYER,LADIES,image198.jpeg,extracted-images/SUMMER_PU/row_38/01.jpeg,170,105,3813,da2490588a13d6eccda2680decabea7738d5db031c759817c4acdf5b08565e2d,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_39__image199.jpeg__a38,SUMMER PU,39,6,WEST,WEST,SUMMER,CONVYER,LADIES,image199.jpeg,extracted-images/SUMMER_PU/row_39/01.jpeg,169,106,3747,40103288fe4014dc032a8b91ca95e0b8fa129febdca569fffba57f6b5f3d9084,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_35__image200.jpeg__a39,SUMMER PU,35,6,SELFORD,SELFORD,SUMMER,CONVYER,LADIES,image200.jpeg,extracted-images/SUMMER_PU/row_35/02.jpeg,171,49,1781,1494fb4f549a111105e376e191b12117680dc5c0c016a1d434b94da2eecf4046,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_40__image201.jpeg__a40,SUMMER PU,40,6,25620 SOLE,25620 SOLE,SUMMER,CONVYER,LADIES,image201.jpeg,extracted-images/SUMMER_PU/row_40/01.jpeg,152,98,3986,f6772c5cdcfe291c1e16588dae9431eaca7a5b8a51d4a4e50e39cb8cd4f449cb,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_41__image202.jpeg__a41,SUMMER PU,41,6,25620,25620,SUMMER,CONVYER,LADIES,image202.jpeg,extracted-images/SUMMER_PU/row_41/01.jpeg,170,105,3312,2433f2ddb32f76393880a3232ef169b65feea57e498b2a8446c6fa9cf159be14,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_42__image203.jpeg__a42,SUMMER PU,42,6,DERBY,DERBY,SUMMER,CONVYER,LADIES,image203.jpeg,extracted-images/SUMMER_PU/row_42/01.jpeg,170,105,3567,26c00df74b683441f68223c65c94da792359c3508d9efd34f0361d29f0ea38da,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_43__image204.jpeg__a43,SUMMER PU,43,6,RENO,RENO,SUMMER,CONVYER,LADIES,image204.jpeg,extracted-images/SUMMER_PU/row_43/01.jpeg,169,105,3516,b4e6957a87b694e352a3158cf06d0bbaf224a2d8ef9930a2cc2362972e4ff80d,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_44__image205.jpeg__a44,SUMMER PU,44,6,CHESTOR,CHESTOR,SUMMER,CONVYER,LADIES,image205.jpeg,extracted-images/SUMMER_PU/row_44/01.jpeg,170,105,4015,4e86cd6d677eb3beaecbef6423d61d985d4a42d6029f0e80ac804ab2acd8fda5,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_45__image206.jpeg__a45,SUMMER PU,45,6,VICTORIA,VICTORIA,SUMMER,CONVYER,LADIES,image206.jpeg,extracted-images/SUMMER_PU/row_45/01.jpeg,170,105,3954,d476b49a2cdf3d1dacc32ae5218ef2385687616fed58b94101238fe01fb78c0d,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_73__image54.png__a46,SUMMER PU,73,6,,,,,,image54.png,extracted-images/_unmatched/SUMMER_PU/row_73/02.png,821,383,312585,e47807f306558bac95c1a82fe5cadccde56c898b0126f0464a6477929428dc56,2,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
SUMMER_PU__row_73__image55.png__a47,SUMMER PU,73,4,,,,,,image55.png,extracted-images/_unmatched/SUMMER_PU/row_73/01.png,386,614,234961,b5f3db030fe05a641532a968899087274c53ca7f66375af936ef2cd9454e6067,1,unmatched,LOW,UNMATCHED,No article row at anchored excel_row
SUMMER_PU__row_46__image207.png__a48,SUMMER PU,46,6,HARLEY,HARLEY,SUMMER,CONVYER,LADIES,image207.png,extracted-images/SUMMER_PU/row_46/01.png,164,96,23797,ebfd4a019ade970d654fa059cdb47027301a296bd016f2c24ecee16d076e4448,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_47__image208.png__a49,SUMMER PU,47,6,Blasé,BLASÉ,SUMMER,CONVYER,LADIES,image208.png,extracted-images/SUMMER_PU/row_47/01.png,132,102,21058,177100720c8c046fa79687596c974a5fdff0f9628141c73d880705a0a44d2f3b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_48__image209.jpeg__a50,SUMMER PU,48,6,BLOSIM,BLOSIM,SUMMER,CONVYER,LADIES,image209.jpeg,extracted-images/SUMMER_PU/row_48/01.jpeg,169,80,2954,091efb477e0ca4d819d6981104e461531999a244b8c1409f846e23db18997e0a,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_49__image210.png__a51,SUMMER PU,49,6,BLUMA,BLUMA,SUMMER,CONVYER,LADIES,image210.png,extracted-images/SUMMER_PU/row_49/01.png,150,97,34286,ec81192c1ab586496695f0a61748e97a70689a86dd549df4cb0620c45d7f2ec9,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_50__image211.jpeg__a52,SUMMER PU,50,6,BRENNA,BRENNA,SUMMER,CONVYER,LADIES,image211.jpeg,extracted-images/SUMMER_PU/row_50/01.jpeg,127,101,2943,9d2ef7f6af43c9f9a3a8b8ed10a180c96258c6a55002c35d25be5527f78c4137,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_51__image112.jpeg__a53,SUMMER PU,51,6,Lia-Wedge,LIA-WEDGE,SUMMER,CONVYER,LADIES,image112.jpeg,extracted-images/SUMMER_PU/row_51/01.jpeg,166,59,1897,40e0f223c9c44effb55cab311c96e2ef9a08908ba1616f2334d3e7c3ad9ce4b2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_52__image212.png__a54,SUMMER PU,52,6,ANDORA,ANDORA,SUMMER,CONVYER,LADIES,image212.png,extracted-images/SUMMER_PU/row_52/01.png,130,99,18833,4fe8aa42c43e4b5cc25e583a97296a63f72505aac77ac05eaaeffd3c6974c805,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_53__image213.jpeg__a55,SUMMER PU,53,6,Ocean,OCEAN,SUMMER,CONVYER,LADIES,image213.jpeg,extracted-images/SUMMER_PU/row_53/01.jpeg,104,155,4126,51e0ced0a35b5c88542a810e7e2a201a766429f7d8fae1ee84eaeb1b63a3623b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_54__image214.jpeg__a56,SUMMER PU,54,6,Venus,VENUS,SUMMER,CONVYER,LADIES,image214.jpeg,extracted-images/SUMMER_PU/row_54/01.jpeg,150,98,4115,e59806d26b3de26c0cbb60301bedc6cc5d0299f9bc99b2b796289535720aae20,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_PU__row_55__image215.jpeg__a57,SUMMER PU,55,6,Amber,AMBER,SUMMER,CONVYER,LADIES,image215.jpeg,extracted-images/SUMMER_PU/row_55/01.jpeg,104,153,3287,10f779be36b05dba61e2688d4ed9b8a2a10892ca756e7953a9f5784103a11abd,1,drawing_anchor,HIGH,VERIFIED,
