image_id,sheet,excel_row,excel_column,project_raw,project_normalized,season,making,type,source_file,extracted_file,width,height,file_size,sha256,image_sequence,mapping_type,confidence,verification_status,notes
WINTER_DIP_PVC__row_11__image75.jpeg__a4,WINTER DIP PVC,11,6,VOGUE,VOGUE,WINTER,DIP,LADIES,image75.jpeg,extracted-images/WINTER_DIP_PVC/row_11/01.jpeg,102,164,3223,72c7936d06afbe45fa1f3cb8acfe7204b71ae92589b8c3e80abbe609fb7ccdab,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_14__image76.jpeg__a5,WINTER DIP PVC,14,6,NOVA,NOVA,WINTER,DIP,LADIES,image76.jpeg,extracted-images/WINTER_DIP_PVC/row_14/01.jpeg,101,164,3993,bff0a61abdc349805379999ea0e4fd94b1d9329eda5aea590def59f13c1a0a70,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_16__image77.jpeg__a6,WINTER DIP PVC,16,6,JAFNA,JAFNA,WINTER,DIP,LADIES,image77.jpeg,extracted-images/WINTER_DIP_PVC/row_16/01.jpeg,161,100,3031,b090f87679b2f1916ead037b099450b40dc19993ad6d87b46b89b29c471ed258,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_3__image78.jpeg__a7,WINTER DIP PVC,3,6,Casper,CASPER,WINTER,DIP,KIDS,image78.jpeg,extracted-images/WINTER_DIP_PVC/row_3/01.jpeg,165,101,4505,30e007d44088c625ab40562f1e33d7ffc4264031f8b6855eac2095d315739a0c,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_9__image79.jpeg__a8,WINTER DIP PVC,9,6,PRISIM,PRISIM,WINTER,DIP,LADIES,image79.jpeg,extracted-images/WINTER_DIP_PVC/row_9/01.jpeg,153,95,4418,d3f656e8eff8440ff9569a6932a76b0d65c2aac4fd7b26d9c0c7f5f4d3549038,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_13__image80.jpeg__a9,WINTER DIP PVC,13,6,ESSENCE,ESSENCE,WINTER,DIP,LADIES,image80.jpeg,extracted-images/WINTER_DIP_PVC/row_13/02.jpeg,158,52,2439,e5167dcbce1b53f38405ee5892d998d035fc63de31a554f99c3f2c268ba1dcf9,2,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_5__image81.jpeg__a10,WINTER DIP PVC,5,6,SKATE,SKATE,WINTER,DIP,KIDS,image81.jpeg,extracted-images/WINTER_DIP_PVC/row_5/01.jpeg,158,97,4307,d3de8cf24766209197a028278c5fe74d6de92ab163d1c93439ed2d1596d2c122,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_12__image82.jpeg__a11,WINTER DIP PVC,12,6,ECHO,ECHO,WINTER,DIP,LADIES,image82.jpeg,extracted-images/WINTER_DIP_PVC/row_12/01.jpeg,159,99,4681,f235cc55e1d68b2652f5aa4cafe8b56508a41eb2abc1a470f162e47f3710853e,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_10__image83.jpeg__a12,WINTER DIP PVC,10,6,VIVID,VIVID,WINTER,DIP,LADIES,image83.jpeg,extracted-images/WINTER_DIP_PVC/row_10/01.jpeg,161,44,2189,f17f54df040be9032f7817f7a445f1b227d157fa555ca1850afcb643735c8514,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_20__image84.jpeg__a13,WINTER DIP PVC,20,6,HOPE,HOPE,WINTER,DIP,KIDS,image84.jpeg,extracted-images/WINTER_DIP_PVC/row_20/01.jpeg,172,105,3715,3fc60bb81f0d73b9c188d8d707120866d754e323efe1d1d6ca900fac47ff20b3,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_21__image85.jpeg__a14,WINTER DIP PVC,21,6,BERENA,BERENA,WINTER,DIP,KIDS,image85.jpeg,extracted-images/WINTER_DIP_PVC/row_21/01.jpeg,171,105,3149,e7e200f452f334cd2e94bb4a3394ff683dac41042fb8cc6ef4ef3b9576c072c5,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_19__image86.jpeg__a15,WINTER DIP PVC,19,6,25009,25009,WINTER,DIP,GENTS,image86.jpeg,extracted-images/WINTER_DIP_PVC/row_19/01.jpeg,170,106,3686,118470f8296e126ad1566a1da799351dac3a1954925baeb47e9449e209ad8e87,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_22__image87.jpeg__a16,WINTER DIP PVC,22,6,ASOLO,ASOLO,WINTER,DIP,LADIES,image87.jpeg,extracted-images/WINTER_DIP_PVC/row_22/01.jpeg,170,105,3869,6110f9227a37f7c1291f92f076e365688c0ef7c92e97532354882717f576d78a,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_23__image88.jpeg__a17,WINTER DIP PVC,23,6,BOZEN,BOZEN,WINTER,DIP,LADIES,image88.jpeg,extracted-images/WINTER_DIP_PVC/row_23/01.jpeg,170,105,3663,bcfe6ce176042247a89ec847f2ff9b6ba892a847a66e4c66c2e985f8e0baa728,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_13__image89.jpeg__a18,WINTER DIP PVC,13,6,ESSENCE,ESSENCE,WINTER,DIP,LADIES,image89.jpeg,extracted-images/WINTER_DIP_PVC/row_13/01.jpeg,158,55,1665,545f7b96f59668283a81e8f87e23689000d1bc6119b20d210ecd86d957986564,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_10__image90.png__a19,WINTER DIP PVC,10,6,VIVID,VIVID,WINTER,DIP,LADIES,image90.png,extracted-images/WINTER_DIP_PVC/row_10/02.png,159,55,10192,f7fd984767624da7bbf9c7a695a3e7211462d0fc288085b08a923a51a96ecd79,2,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_7__image91.jpeg__a20,WINTER DIP PVC,7,6,BRIGHT,BRIGHT,WINTER,DIP,LADIES,image91.jpeg,extracted-images/WINTER_DIP_PVC/row_7/01.jpeg,166,103,5380,fb51c9a12cd204d7d8fd4e930603110674707cd95668b14b7fe0f7a30f35e588,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_15__image92.jpeg__a21,WINTER DIP PVC,15,6,JETTY,JETTY,WINTER,DIP,LADIES,image92.jpeg,extracted-images/WINTER_DIP_PVC/row_15/01.jpeg,170,105,4889,26e74193734bdcf5babe3198e554dab1b14854ffeed1af7eb4a9c6409cf418da,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_24__image93.png__a22,WINTER DIP PVC,24,6,AMALIA,AMALIA,WINTER,DIP,KIDS,image93.png,extracted-images/WINTER_DIP_PVC/row_24/01.png,69,168,5768,2743b53c18ba323aebb0b2be2e4f1a46c0805b0a87dd061b699910b35b65924a,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_25__image94.jpeg__a23,WINTER DIP PVC,25,6,RIVER,RIVER,WINTER,DIP,KIDS,image94.jpeg,extracted-images/WINTER_DIP_PVC/row_25/01.jpeg,69,162,3706,3cfe7661820ee682c24db013dbcb3483d1444844d3050ea2c9e2543d8514f80d,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_26__image95.jpeg__a24,WINTER DIP PVC,26,6,LIAM,LIAM,WINTER,DIP,KIDS,image95.jpeg,extracted-images/WINTER_DIP_PVC/row_26/01.jpeg,67,168,3542,e961ce2ecc494e966fe31860dc26fdec24fc5357729249dc46e2a72c8aca11be,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_27__image98.jpeg__a26,WINTER DIP PVC,27,6,ALINA,ALINA,WINTER,DIP,KIDS,image98.jpeg,extracted-images/WINTER_DIP_PVC/row_27/01.jpeg,73,152,3321,cfa9d84d82366546f5b953a1884f2a30d1a28fc9f165e92d7f9e170a690c7a27,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_38__image54.png__a27,WINTER DIP PVC,38,6,,,,,,image54.png,extracted-images/_unmatched/WINTER_DIP_PVC/row_38/02.png,821,383,312585,e47807f306558bac95c1a82fe5cadccde56c898b0126f0464a6477929428dc56,2,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
WINTER_DIP_PVC__row_38__image55.png__a28,WINTER DIP PVC,38,4,,,,,,image55.png,extracted-images/_unmatched/WINTER_DIP_PVC/row_38/01.png,386,614,234961,b5f3db030fe05a641532a968899087274c53ca7f66375af936ef2cd9454e6067,1,unmatched,LOW,UNMATCHED,No article row at anchored excel_row
WINTER_DIP_PVC__row_17__image99.jpeg__a30,WINTER DIP PVC,17,6,JAIN,JAIN,WINTER,DIP,LADIES,image99.jpeg,extracted-images/WINTER_DIP_PVC/row_17/01.jpeg,99,170,4057,010e63b4c7ca93fbdbb86ff9a95979bbcb0e6ff4cff1baec813fdd6661d4aeaf,1,drawing_anchor,HIGH,VERIFIED,
WINTER_DIP_PVC__row_18__image100.png__a31,WINTER DIP PVC,18,6,BENNY-K,BENNY-K,WINTER,DIP,KIDS,image100.png,extracted-images/WINTER_DIP_PVC/row_18/01.png,159,64,23192,36d2c3d248e93ee90cafd52c84439cf25cdfbaa478a8a792eabd7609da1b6d62,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_19__image101.png__a0,SUMMER HEEL,19,6,Star,STAR,SUMMER,CONVYER,LADIES,image101.png,extracted-images/SUMMER_HEEL/row_19/01.png,560,353,228495,d5c68c02468c7be77502de8df482c521aa8d908eddac99d34c1550bc0fcc3fcf,1,drawing_anchor,LOW,NEEDS_REVIEW,degenerate anchor extent (0 width/height)
SUMMER_HEEL__row_48__image54.png__a1,SUMMER HEEL,48,6,,,,,,image54.png,extracted-images/_unmatched/SUMMER_HEEL/row_48/02.png,821,383,312585,e47807f306558bac95c1a82fe5cadccde56c898b0126f0464a6477929428dc56,2,unmatched,LOW,UNMATCHED,degenerate anchor extent (0 width/height); No article row at anchored excel_row
SUMMER_HEEL__row_48__image55.png__a2,SUMMER HEEL,48,4,,,,,,image55.png,extracted-images/_unmatched/SUMMER_HEEL/row_48/01.png,386,614,234961,b5f3db030fe05a641532a968899087274c53ca7f66375af936ef2cd9454e6067,1,unmatched,LOW,UNMATCHED,No article row at anchored excel_row
SUMMER_HEEL__row_3__image5.jpeg__a3,SUMMER HEEL,3,6,7026,7026,WINTER / SUMMER,CONVYER,LADIES,image5.jpeg,extracted-images/SUMMER_HEEL/row_3/01.jpeg,122,98,1961,f62020b07f10fc702a5da7cffb07840add44199991575e2d3e98ef3787b88fb3,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_4__image6.jpeg__a4,SUMMER HEEL,4,6,"SLIP
(40179)",SLIP (40179),WINTER / SUMMER,CONVYER,LADIES,image6.jpeg,extracted-images/SUMMER_HEEL/row_4/01.jpeg,97,101,1702,d7da6f6ed64c2893ff7e066351b6cb7fd183c8c3ca0f8d479b9c230add8eee97,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_5__image7.jpeg__a5,SUMMER HEEL,5,6,Breeze,BREEZE,WINTER / SUMMER,CONVYER,LADIES,image7.jpeg,extracted-images/SUMMER_HEEL/row_5/01.jpeg,77,90,1606,28b24ab7cced9fcb6ccc04e7405bd0e81209205d2f4c44bc0aee7aa554f8c6dd,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_9__image102.jpeg__a6,SUMMER HEEL,9,6,3232,3232,SUMMER,CONVYER,LADIES,image102.jpeg,extracted-images/SUMMER_HEEL/row_9/01.jpeg,121,96,1913,2bceff4a577b47fb399d6edabcb7a6c264e96833fb777042ab578e80f7008722,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_10__image103.jpeg__a7,SUMMER HEEL,10,6,Bonita,BONITA,SUMMER,CONVYER,LADIES,image103.jpeg,extracted-images/SUMMER_HEEL/row_10/01.jpeg,113,96,1929,521096d9010b44ee968d8d1b77280882a3dae4c47fead19f5c57abfc3cbbab7d,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_11__image9.png__a8,SUMMER HEEL,11,6,Reef,REEF,WINTER / SUMMER,CONVYER,LADIES,image9.png,extracted-images/SUMMER_HEEL/row_11/01.png,113,98,22384,eb813c1b42359af08a4b8bcccd3ada0a2b94ccac1373ab04b224d92a51eadc90,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_12__image10.png__a9,SUMMER HEEL,12,6,Zeeta paint,ZEETA PAINT,WINTER / SUMMER,CONVYER,LADIES,image10.png,extracted-images/SUMMER_HEEL/row_12/01.png,100,109,24994,7034b7f32594695f19606bdb6bdc24c684046ce9c4ddd950fcc5383d92bded92,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_15__image11.png__a10,SUMMER HEEL,15,6,ORION,ORION,WINTER / SUMMER,CONVYER,LADIES,image11.png,extracted-images/SUMMER_HEEL/row_15/01.png,97,152,33479,f3581df5356a8cbb4129da5ae69e1ed0e0ee47d2cbb5edb3c801b991804b5a66,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_16__image12.png__a11,SUMMER HEEL,16,6,River,RIVER,WINTER / SUMMER,CONVYER,LADIES,image12.png,extracted-images/SUMMER_HEEL/row_16/01.png,109,97,21009,45d8aa018fed114856225b06d1d9b2c05201b3d768651c88a89e9ba52b8d7fbf,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_17__image104.png__a12,SUMMER HEEL,17,6,2927,2927,SUMMER,CONVYER,LADIES,image104.png,extracted-images/SUMMER_HEEL/row_17/01.png,103,104,20975,a5a1ef326cba8c19416da6b6b6dedc5a7840106d1c084633c9af23e71a1bba94,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_18__image31.png__a13,SUMMER HEEL,18,6,7029,7029,WINTER / SUMMER,CONVYER,LADIES,image31.png,extracted-images/SUMMER_HEEL/row_18/01.png,116,96,20987,94fbd0f738ef14aceedee71021d6c26c8caa30017392964491b84b662c018154,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_19__image105.jpeg__a14,SUMMER HEEL,19,6,Star,STAR,SUMMER,CONVYER,LADIES,image105.jpeg,extracted-images/SUMMER_HEEL/row_19/02.jpeg,111,102,1968,94678c56529dec243c94a033d2ab636579a4e931cfe86cc32380cf2379dca365,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_20__image106.png__a15,SUMMER HEEL,20,6,7046,7046,SUMMER,CONVYER,LADIES,image106.png,extracted-images/SUMMER_HEEL/row_20/01.png,95,147,19744,63f3a62bf31676cbfc7f36324bcaaeffbd367ac2cbcadd883c7d6e325fb4d536,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_22__image107.png__a16,SUMMER HEEL,22,6,Cara,CARA,WINTER / SUMMER,CONVYER,LADIES,image107.png,extracted-images/SUMMER_HEEL/row_22/01.png,155,99,22868,2384ead34271e8c0a0af4b2c4093f41bdb639ecfb183f65c820a947d8b2ecec1,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_23__image108.png__a17,SUMMER HEEL,23,6,40179,40179,WINTER / SUMMER,CONVYER,LADIES,image108.png,extracted-images/SUMMER_HEEL/row_23/01.png,113,103,19558,06e32fa5a3bfdda04133bd750e1509b0a88b124af0068d37d3eae761486f7476,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_24__image109.jpeg__a18,SUMMER HEEL,24,6,C-15,C-15,SUMMER,CONVYER,LADIES,image109.jpeg,extracted-images/SUMMER_HEEL/row_24/01.jpeg,130,95,2787,5c175b74749281e1acb3028dd21712e943a5a648b8cd4710b6ceed222d94b473,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_25__image110.jpeg__a19,SUMMER HEEL,25,6,BRIGHT,BRIGHT,SUMMER,CONVYER,LADIES,image110.jpeg,extracted-images/SUMMER_HEEL/row_25/01.jpeg,131,103,2319,36d22353aa14b393b6901bccefa2ee7785062c50fcd448237a747f4af66c20c1,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_26__image25.png__a20,SUMMER HEEL,26,6,KIZA,KIZA,WINTER / SUMMER,CONVYER,LADIES,image25.png,extracted-images/SUMMER_HEEL/row_26/01.png,105,101,25681,128be2f2fa977b542759fcfa05668d9c2e19b41bd60c606349478f5ed26dda6b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_28__image111.jpeg__a21,SUMMER HEEL,28,6,XY-521,XY-521,SUMMER,CONVYER,LADIES,image111.jpeg,extracted-images/SUMMER_HEEL/row_28/01.jpeg,83,97,1253,81df9b51e344e8c051ab23afc78f3c7b480878a71b60cdff940375019adfee45,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_29__image112.jpeg__a22,SUMMER HEEL,29,6,Lia-Wedge,LIA-WEDGE,SUMMER,CONVYER,LADIES,image112.jpeg,extracted-images/SUMMER_HEEL/row_29/01.jpeg,166,59,1897,40e0f223c9c44effb55cab311c96e2ef9a08908ba1616f2334d3e7c3ad9ce4b2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_30__image26.jpeg__a23,SUMMER HEEL,30,6,ROZY,ROZY,WINTER / SUMMER,CONVYER,LADIES,image26.jpeg,extracted-images/SUMMER_HEEL/row_30/01.jpeg,166,93,2325,51e2fb0260fb6e39bcc30d2532e81896a70dff9cb23df5630290968a7ae39994,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_31__image113.jpeg__a24,SUMMER HEEL,31,6,SHANGRILLA,SHANGRILLA,SUMMER,CONVYER,LADIES,image113.jpeg,extracted-images/SUMMER_HEEL/row_31/01.jpeg,116,92,3127,be8e8e67729a067657675bef5663b3c1aee629887d6545d5b9cba4f9c57a5a69,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_32__image114.jpeg__a25,SUMMER HEEL,32,6,BLUE,BLUE,WINTER,CONVYER,LADIES,image114.jpeg,extracted-images/SUMMER_HEEL/row_32/01.jpeg,108,93,1954,a489fc6c3e3bcd10f9556307f532441e311ded5895061459fa8bc47404129d40,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_33__image115.jpeg__a26,SUMMER HEEL,33,6,1263,1263,SUMMER,CONVYER,LADIES,image115.jpeg,extracted-images/SUMMER_HEEL/row_33/01.jpeg,106,95,1462,9b7cac2e20a6fa9d672340f57ef9cba5702da12322e55f09a45ac4baa928559c,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_34__image116.jpeg__a27,SUMMER HEEL,34,6,888-8,888-8,SUMMER,CONVYER,LADIES,image116.jpeg,extracted-images/SUMMER_HEEL/row_34/01.jpeg,108,94,1531,209f191ecdd6751087904c653e88cfcb9ddd766cd7136ef60f89ecc6ce36648e,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_35__image117.jpeg__a28,SUMMER HEEL,35,6,6989,6989,SUMMER,CONVYER,LADIES,image117.jpeg,extracted-images/SUMMER_HEEL/row_35/01.jpeg,117,100,1695,01ff8e0868c1eae8f65fc52ba35ea41565f62341b4edd87ff1322ed26d58b975,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_36__image118.jpeg__a29,SUMMER HEEL,36,6,7303,7303,SUMMER,CONVYER,LADIES,image118.jpeg,extracted-images/SUMMER_HEEL/row_36/01.jpeg,122,103,1618,d0c636b16774463662f093882c29dcd3870f90507e15bb75d5d31152486b99c0,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_37__image119.jpeg__a30,SUMMER HEEL,37,6,22043,22043,SUMMER,CONVYER,LADIES,image119.jpeg,extracted-images/SUMMER_HEEL/row_37/01.jpeg,123,104,1610,f86df4341c4c3b404e91805e32d4310dac5cfca920d74fb04e279409fc779f27,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_38__image120.jpeg__a31,SUMMER HEEL,38,6,TALLY,TALLY,SUMMER,CONVYER,LADIES,image120.jpeg,extracted-images/SUMMER_HEEL/row_38/01.jpeg,167,104,2174,5135806f1342a0159a9032273f983b4827547c6d8e0efbd52fcc66541dfc04ce,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_13__image121.jpeg__a33,SUMMER HEEL,13,6,ZETA R,ZETA R,SUMMER,CONVYER,LADIES,image121.jpeg,extracted-images/SUMMER_HEEL/row_13/01.jpeg,167,103,3075,90344c679b395a8f8e816a9dc7ba1aad9022604c984bcf5d59820b9df15cbea2,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_14__image122.jpeg__a34,SUMMER HEEL,14,6,ZETA T,ZETA T,SUMMER,CONVYER,LADIES,image122.jpeg,extracted-images/SUMMER_HEEL/row_14/01.jpeg,171,105,3298,76918ab29909aafad8e5ba2472df153723eefee4cf6eca1c58fc8405a1cbd454,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_21__image27.png__a35,SUMMER HEEL,21,6,C-Height,C-HEIGHT,WINTER / SUMMER,CONVYER,LADIES,image27.png,extracted-images/SUMMER_HEEL/row_21/01.png,91,138,34044,6207dc133ecbb82e76f2667ea30cc4f62a05624c9a6517d3a3cfcfe42fd73d6f,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_7__image123.jpeg__a36,SUMMER HEEL,7,6,714,714,SUMMER,CONVYER,LADIES,image123.jpeg,extracted-images/SUMMER_HEEL/row_7/01.jpeg,62,100,1467,3a62a2776fad70e6d89729e8915297a857b0ffa3b3c7c31a520bbb6cf5599f22,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_HEEL__row_6__image124.jpeg__a37,SUMMER HEEL,6,6,7070,7070,SUMMER,CONVYER,LADIES,image124.jpeg,extracted-images/SUMMER_HEEL/row_6/01.jpeg,126,97,1701,acd3cf1d7d00063f8818aa42a4d57e3194d236ede6ed9019f36ef4835aa3094b,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_3__image125.png__a0,SUMMER FLAT,3,6,GLIP,GLIP,SUMMER,CONVYER,LADIES,image125.png,extracted-images/SUMMER_FLAT/row_3/01.png,171,99,25855,467a8c7966af7fef9636306c7350d464ca9f00e6d415354dca8a4335710253e9,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_4__image126.png__a1,SUMMER FLAT,4,6,BAYLA,BAYLA,SUMMER,CONVYER,LADIES,image126.png,extracted-images/SUMMER_FLAT/row_4/02.png,159,102,20011,06289f3d6ecbd6276572d84b894b950edad33a9cd510d7dca35e98821a890758,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_4__image127.png__a2,SUMMER FLAT,4,6,BAYLA,BAYLA,SUMMER,CONVYER,LADIES,image127.png,extracted-images/SUMMER_FLAT/row_4/01.png,170,93,20205,ecff0bab92290270f963c330ce00122757ba6130ca8528630ebac4e7e4eab659,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_6__image128.png__a3,SUMMER FLAT,6,6,VOILET,VOILET,SUMMER,CONVYER,LADIES,image128.png,extracted-images/SUMMER_FLAT/row_6/01.png,4160,3120,11635070,2a2daa394f4539697195fe4a4117873a8aec8e73a25a2a93228fb8a63e935567,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_6__image129.jpeg__a4,SUMMER FLAT,6,6,VOILET,VOILET,SUMMER,CONVYER,LADIES,image129.jpeg,extracted-images/SUMMER_FLAT/row_6/02.jpeg,162,101,2738,0cf8c19a8f315cd8436c448f369da8bc789fa32d1cc96531c1d9f37fb6cd915e,2,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_7__image130.jpeg__a5,SUMMER FLAT,7,6,LEAVI,LEAVI,SUMMER,CONVYER,LADIES,image130.jpeg,extracted-images/SUMMER_FLAT/row_7/01.jpeg,171,105,3875,3d0ff4079ab5c28a7cd03cb2c916677243ebfb88633e3848830bd8e4357d64cf,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_8__image131.jpeg__a6,SUMMER FLAT,8,6,GL006,GL006,SUMMER,CONVYER,LADIES,image131.jpeg,extracted-images/SUMMER_FLAT/row_8/01.jpeg,171,105,3529,64aeb1150041cf0b8e15214145bd134fdb8300297fe978d0ff18f067d7d33945,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_9__image132.jpeg__a7,SUMMER FLAT,9,6,CAPRICE,CAPRICE,WINTER,CONVYER,LADIES,image132.jpeg,extracted-images/SUMMER_FLAT/row_9/01.jpeg,171,105,3810,424bfc776711aedbc6d3b6685dcdd65f76d1b0091bc0f18c20b2d662b44f9655,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_10__image133.png__a8,SUMMER FLAT,10,6,8680,8680,SUMMER,CONVYER,LADIES,image133.png,extracted-images/SUMMER_FLAT/row_10/01.png,101,170,33829,29b000437ba40b4a9ffa87db29eb01cd80d9ce88e34e994861aa910583daba9c,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_14__image134.jpeg__a9,SUMMER FLAT,14,6,BELGIUM,BELGIUM,SUMMER,CONVYER,LADIES,image134.jpeg,extracted-images/SUMMER_FLAT/row_14/01.jpeg,103,168,3103,78a20da7d56f5d822944a87e25b285606f37e8cd44154cd1bf61a5fe9fdc2c17,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_11__image135.png__a10,SUMMER FLAT,11,6,8681,8681,SUMMER,CONVYER,LADIES,image135.png,extracted-images/SUMMER_FLAT/row_11/01.png,166,102,30899,e75f68c12e50b1789b029aadc01a684217dba5329f2645c9fbb439f908db1162,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_12__image136.jpeg__a11,SUMMER FLAT,12,6,DRIFT,DRIFT,SUMMER,CONVYER,LADIES,image136.jpeg,extracted-images/SUMMER_FLAT/row_12/01.jpeg,102,142,2889,5714dce211eefcd804aa6b44297ea8aa2d4c62cd1a0baf85b97d01cac1b8efa5,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_13__image137.jpeg__a12,SUMMER FLAT,13,6,LAVA,LAVA,SUMMER,CONVYER,LADIES,image137.jpeg,extracted-images/SUMMER_FLAT/row_13/01.jpeg,106,157,3198,b2a6f4a25930800009cefdf697ff1482ee8776235851a0eb84b3a10f24c7b844,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_15__image138.jpeg__a13,SUMMER FLAT,15,6,TOGO,TOGO,SUMMER,CONVYER,LADIES,image138.jpeg,extracted-images/SUMMER_FLAT/row_15/01.jpeg,153,103,3434,2c62fc512c5efba0eef85424c33d8c5517be935d73894f57a590e2e0c8eb8186,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_16__image139.jpeg__a14,SUMMER FLAT,16,6,TROUT,TROUT,SUMMER,CONVYER,LADIES,image139.jpeg,extracted-images/SUMMER_FLAT/row_16/01.jpeg,102,170,4090,6c4a7a92b8abf085657f00163440e800434dbf5c8cb87fd25b859dbafdc5f347,1,drawing_anchor,HIGH,VERIFIED,
SUMMER_FLAT__row_5__image140.png__a15,SUMMER FLAT,5,6,RENERA,RENERA,SUMMER,CONVYER,LADIES,image140.png,extracted-images/SUMMER_FLAT/row_5/01.png,170,105,22669,d43e14bb2d6ea9b09860dc4e070b737581e5af94db9cda42a968a1f6a2bf3527,1,drawing_anchor,HIGH,VERIFIED,
